Hurricanes,Year,COUNTY_x,Lat,Lon,Landfall_pop/sq mile,Pathway Town,Pathway_Latitude,Pathway_Longitude,Pathway Town Population Densities ,Fatalities,Max Wind Speed_mph,Pressure_MB,Storm Surge_ft,Precip_total_in,Mapped_COUNTY,STATE,STATEABBRV,Latitude,Longitude,STATEFIPS,COUNTY_y,COUNTYTYPE,COUNTYFIPS,STCOFIPS,NRI_ID,POPULATION,BUILDVALUE,AGRIVALUE,AREA,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,EAL_SCORE,EAL_RATNG,EAL_SPCTL,EAL_VALT,EAL_VALB,EAL_VALP,EAL_VALPE,EAL_VALA,ALR_VALB,ALR_VALP,ALR_VALA,ALR_NPCTL,ALR_VRA_NPCTL,SOVI_SCORE,SOVI_RATNG,SOVI_SPCTL,RESL_SCORE,RESL_RATNG,RESL_SPCTL,RESL_VALUE,CRF_VALUE,HRCN_EVNTS,HRCN_AFREQ,HRCN_EXPB,HRCN_EXPP,HRCN_EXPPE,HRCN_EXPA,HRCN_EXPT,HRCN_EXP_AREA,HRCN_HLRB,HRCN_HLRP,HRCN_HLRA,HRCN_HLRR,HRCN_EALB,HRCN_EALP,HRCN_EALPE,HRCN_EALA,HRCN_EALT,HRCN_EALS,HRCN_EALR,HRCN_ALRB,HRCN_ALRP,HRCN_ALRA,HRCN_ALR_NPCTL,HRCN_RISKV,HRCN_RISKS,HRCN_RISKR,Population Density,Fatality Rate,Damage Index,Preparedness,Emergency Preparedness,Preparedness_Score,Emergency_Preparedness
Emily ,1987,grand isle,29.2600495,-89.9602287,950,"New Orleans, LA",29.9508941,-90.0758356,1200,3,110,988,6,18,grand isle,Texas,TX,29.2600495,-89.9602287,48,Montgomery,County,339,48339,C48339,620016,95830790708,29547387,1087.755618,152092453.2,96.72287623,Relatively High,94.48818898,96.87403281,Relatively High,94.48818898,142391357.4,92876942.75,4.246546879,49259943.8,254470.8068,0.000969176,6.85E-06,0.008612295,65.42865986,61.62901686,52.93000031,Relatively Moderate,0.204724409,38.56999969,Relatively Low,0.712598425,2.551839113,1.068129808,26,0.139580144,95829010767,619994.2893,7.19E+12,29547387,7.29E+12,1087.755618,0.00341078,1.86E-06,0.014532169,Relatively Moderate,47102724.46,0.167064857,1937952.34,59023.70131,49099700.5,95.93601383,Relatively High,0.00049152,2.69E-07,0.001997595,81.66882836,51236889.63,95.82772544,Relatively High,569.9956771,4.84E-06,88099559.43,31.78061463,Low,32,0
Bonnie ,1986,high island,29.57,-94.4,850,"Beaumont, TX",30.080174,-94.1265562,900,5,75,995,4,16,high island,Texas,TX,29.57,-94.4,48,Galveston,County,167,48167,C48167,350477,56746977585,10592645,882.7094952,553807380.9,99.52274897,Relatively High,99.60629921,99.53574745,Very High,99.60629921,496002488.1,462634875.4,2.861292812,33190996.62,176616.1088,0.008152591,8.16E-06,0.016673466,99.6904983,99.36366529,73.51999664,Relatively High,0.460629921,90.36000061,Very High,0.996062992,2.76761198,1.116541538,43,0.270302987,56746143140,350468.7538,4.07E+12,10576824.23,4.12E+12,415.1159619,0.00979943,9.48E-06,0.016903177,Relatively High,123172087,0.732377496,8495578.952,38105.23393,131705771.2,98.40034587,Relatively High,0.002170549,2.09E-06,0.003597329,91.74232598,143940042.8,98.34006281,Relatively High,397.0468222,1.43E-05,64287263.13,42.7667731,Moderate,43,1
Andrew ,1986,south padre island,26.0805805,-97.1595403,800,"Brownsville, TX",25.9017472,-97.4974838,900,8,75,990,6,22,south padre island,Texas,TX,26.0805805,-97.1595403,48,Cameron,County,61,48061,C48061,420083,54597236036,140604731,1289.315689,271688662.1,98.47279669,Relatively High,96.8503937,97.74063757,Relatively High,96.06299213,166163711.6,129647307.3,2.945530422,34168152.9,2348251.387,0.002374613,7.01E-06,0.016701084,86.81522748,94.30480433,98.27999878,Very High,0.937007874,7.860000134,Very Low,0.212598425,2.400382042,1.635066161,30,0.174195063,54592759133,420069.8713,4.87E+12,140072029.4,4.93E+12,1081.517893,0.012215502,9.48E-06,0.046023685,Relatively High,104524564.1,0.624531512,7244565.537,1000389.622,112769519.2,98.0977086,Relatively High,0.001914466,1.49E-06,0.007114907,90.40207523,185905524.6,98.83355765,Relatively High,325.8185746,1.90E-05,42345902.17,13.53679602,Low,14,0
Elena ,1985,biloxi,30.39,-88.89,1000,"Mobile, AL",30.6953657,-88.0398912,900,4,110,953,10,26,harrison,Mississippi,MS,30.432087,-89.0179332,28,harrison,County,47,28047,C28047,208275,37329343811,3886799,994.6294983,168790837.4,97.20012727,Relatively High,100,96.90498298,Relatively High,100,142802164.7,126016845.6,1.440107302,16705244.7,80074.46178,0.003375812,6.91E-06,0.020601647,92.69575983,94.40025453,92.16999817,Very High,0.682926829,67.41000366,Relatively High,0.926829268,2.66417098,1.181990747,40,0.264876333,37329222090,208273.7039,2.42E+12,3886799,2.45E+12,599.8717969,0.012215502,9.48E-06,0.046023685,Very High,111925520.7,0.484620283,5621595.277,43901.59109,117591017.5,98.18417639,Relatively High,0.002998325,2.33E-06,0.011295051,93.99048854,139240062.5,98.25033647,Relatively High,209.3995808,1.92E-05,37530903.59,33.34359572,Low,33,0
Gloria ,1985,long island,40.7898785,-73.2599759,1800,"New York, NY",40.7127753,-74.0059728,2700,8,105,946,6,20,long island,New York,NY,40.7898785,-73.2599759,36,Kings,County,47,36047,C36047,2735309,3.31E+11,185301,97.82886399,237928114.3,98.1228126,Relatively High,100,97.58588672,Relatively High,98.38709677,163519217,100357897.9,5.444900169,63160841.96,477.1317633,0.000303472,1.99E-06,0.002574901,12.72051996,22.93986637,88.44999695,Very High,0.983870968,9.449999809,Very Low,0.032258065,2.413117886,1.455046805,17,0.199125778,3.30E+11,2733327.8,3.17E+13,185301,3.20E+13,72.02339401,0.001477392,2.23E-07,0.014778741,Relatively Low,77033563.76,0.09618004,1115688.467,432.1192106,78149684.34,97.10332901,Relatively High,0.000232942,3.52E-08,0.002331985,75.05404237,111837804.4,97.8017048,Relatively High,27960.14273,2.92E-06,3383459508,7.483448144,Low,7,0
Diana ,1984,wilmington,34.2300798,-77.9401406,950,"Raleigh, NC",35.7795897,-78.6381787,1200,3,115,954,6,22,new hanover,North Carolina,NC,34.2154913,-77.8824596,37,new hanover,County,129,37129,C37129,225344,51260309582,5535212,332.1791355,283543106,98.50461343,Relatively High,100,98.70009285,Relatively High,100,267100436.8,246889632.8,1.731678647,20087472.31,123331.6478,0.00481639,7.68E-06,0.022281287,97.05973383,97.6773783,46.18000031,Relatively Moderate,0.21,82.26999664,Very High,0.97,2.722949982,1.061559874,61,0.396743391,51259827176,225340.8834,2.61E+12,5535212,2.67E+12,213.920451,0.012215502,9.48E-06,0.046023685,Very High,237980760.1,0.811686246,9415560.453,96773.47177,247493094,99.43795936,Very High,0.004642593,3.60E-06,0.017483246,98.01124081,262605950.2,99.37191566,Very High,678.3809575,1.33E-05,154315259.8,42.80325436,Moderate,43,1
Alicia ,1983,galveston,29.2997754,-94.7900542,1000,"Houston, TX",29.7600771,-95.3701108,1200,21,115,962,12,20,galveston,Texas,TX,29.3013479,-94.7976958,48,galveston,County,167,48167,C48167,350477,56746977585,10592645,882.7094952,553807380.9,99.52274897,Relatively High,99.60629921,99.53574745,Very High,99.60629921,496002488.1,462634875.4,2.861292812,33190996.62,176616.1088,0.008152591,8.16E-06,0.016673466,99.6904983,99.36366529,73.51999664,Relatively High,0.460629921,90.36000061,Very High,0.996062992,2.76761198,1.116541538,43,0.270302987,56746143140,350468.7538,4.07E+12,10576824.23,4.12E+12,415.1159619,0.00979943,9.48E-06,0.016903177,Relatively High,123172087,0.732377496,8495578.952,38105.23393,131705771.2,98.40034587,Relatively High,0.002170549,2.09E-06,0.003597329,91.74232598,143940042.8,98.34006281,Relatively High,397.0468222,5.99E-05,64287263.13,42.7667731,Moderate,43,1
Allen ,1980,south padre island,26.0805805,-97.1595403,800,"Brownsville, TX",25.9017472,-97.4974838,900,269,190,899,15,28,south padre island,Texas,TX,26.0805805,-97.1595403,48,Cameron,County,61,48061,C48061,420083,54597236036,140604731,1289.315689,271688662.1,98.47279669,Relatively High,96.8503937,97.74063757,Relatively High,96.06299213,166163711.6,129647307.3,2.945530422,34168152.9,2348251.387,0.002374613,7.01E-06,0.016701084,86.81522748,94.30480433,98.27999878,Very High,0.937007874,7.860000134,Very Low,0.212598425,2.400382042,1.635066161,30,0.174195063,54592759133,420069.8713,4.87E+12,140072029.4,4.93E+12,1081.517893,0.012215502,9.48E-06,0.046023685,Relatively High,104524564.1,0.624531512,7244565.537,1000389.622,112769519.2,98.0977086,Relatively High,0.001914466,1.49E-06,0.007114907,90.40207523,185905524.6,98.83355765,Relatively High,325.8185746,0.00064035,42345902.17,13.53679602,Low,14,0
Bonnie ,1980,high island,29.57,-94.4,850,"Beaumont, TX",30.080174,-94.1265562,900,5,85,995,4,18,high island,Texas,TX,29.57,-94.4,48,Galveston,County,167,48167,C48167,350477,56746977585,10592645,882.7094952,553807380.9,99.52274897,Relatively High,99.60629921,99.53574745,Very High,99.60629921,496002488.1,462634875.4,2.861292812,33190996.62,176616.1088,0.008152591,8.16E-06,0.016673466,99.6904983,99.36366529,73.51999664,Relatively High,0.460629921,90.36000061,Very High,0.996062992,2.76761198,1.116541538,43,0.270302987,56746143140,350468.7538,4.07E+12,10576824.23,4.12E+12,415.1159619,0.00979943,9.48E-06,0.016903177,Relatively High,123172087,0.732377496,8495578.952,38105.23393,131705771.2,98.40034587,Relatively High,0.002170549,2.09E-06,0.003597329,91.74232598,143940042.8,98.34006281,Relatively High,397.0468222,1.43E-05,64287263.13,42.7667731,Moderate,43,1
Babe ,1977,houma,29.5900558,-90.7199147,900,"New Orleans, LA",29.9508941,-90.0758356,1200,5,65,990,4,18,houma,Louisiana,LA,29.5900558,-90.7199147,22,Terrebonne,Parish,109,22109,C22109,109484,21956698171,34563504,2103.264131,138263891.4,96.37289214,Relatively High,89.0625,96.34787991,Relatively High,87.5,119251823.2,102399839.2,1.392475538,16152716.24,699267.7364,0.004663718,1.27E-05,0.02023139,98.08108945,99.17276487,86,Very High,0.6875,94.75,Very High,0.90625,2.801381111,1.159427903,60,0.375648358,21956260563,109482.5736,1.27E+12,34554698.08,1.29E+12,1431.678193,0.015218106,9.48E-06,0.04539033,Very High,95827041.51,0.297773257,3454169.778,450861.0703,99732072.36,97.79507134,Relatively High,0.004364365,2.72E-06,0.013044426,97.44920017,115411776,97.89143114,Relatively High,52.05432755,4.57E-05,10439344.18,42.65175695,Moderate,43,1
Dorothy ,1977,galveston,29.2997754,-94.7900542,1000,"Houston, TX",29.7600771,-95.3701108,1200,3,75,987,6,20,galveston,Texas,TX,29.3013479,-94.7976958,48,galveston,County,167,48167,C48167,350477,56746977585,10592645,882.7094952,553807380.9,99.52274897,Relatively High,99.60629921,99.53574745,Very High,99.60629921,496002488.1,462634875.4,2.861292812,33190996.62,176616.1088,0.008152591,8.16E-06,0.016673466,99.6904983,99.36366529,73.51999664,Relatively High,0.460629921,90.36000061,Very High,0.996062992,2.76761198,1.116541538,43,0.270302987,56746143140,350468.7538,4.07E+12,10576824.23,4.12E+12,415.1159619,0.00979943,9.48E-06,0.016903177,Relatively High,123172087,0.732377496,8495578.952,38105.23393,131705771.2,98.40034587,Relatively High,0.002170549,2.09E-06,0.003597329,91.74232598,143940042.8,98.34006281,Relatively High,397.0468222,8.56E-06,64287263.13,42.7667731,Moderate,43,1
Belle ,1976,long island,40.7898785,-73.2599759,1800,"New York, NY",40.7127753,-74.0059728,2700,12,105,970,6,24,long island,New York,NY,40.7898785,-73.2599759,36,Kings,County,47,36047,C36047,2735309,3.31E+11,185301,97.82886399,237928114.3,98.1228126,Relatively High,100,97.58588672,Relatively High,98.38709677,163519217,100357897.9,5.444900169,63160841.96,477.1317633,0.000303472,1.99E-06,0.002574901,12.72051996,22.93986637,88.44999695,Very High,0.983870968,9.449999809,Very Low,0.032258065,2.413117886,1.455046805,17,0.199125778,3.30E+11,2733327.8,3.17E+13,185301,3.20E+13,72.02339401,0.001477392,2.23E-07,0.014778741,Relatively Low,77033563.76,0.09618004,1115688.467,432.1192106,78149684.34,97.10332901,Relatively High,0.000232942,3.52E-08,0.002331985,75.05404237,111837804.4,97.8017048,Relatively High,27960.14273,4.39E-06,3383459508,7.483448144,Low,7,0
Eloise ,1975,panama city,30.160048,-85.659964,950,"Tallahassee, FL",30.4381828,-84.2806235,1000,76,120,955,14,32,bay,Florida,FL,30.1805306,-85.684578,12,bay,County,5,12005,C12005,174869,32317351193,3328101,1481.527798,190796027.3,97.48647789,Relatively High,74.62686567,97.18353451,Relatively High,71.64179104,153731609.9,134734224.4,1.632387218,18935691.73,61693.84934,0.004169099,9.33E-06,0.018537253,95.54317549,98.02736239,73.30000305,Relatively High,0.47761194,31.40999985,Relatively Low,0.567164179,2.523262978,1.241098219,53,0.292526228,32316890621,174864.8303,2.03E+12,3328101,2.06E+12,816.6794238,0.015218106,9.48E-06,0.04539033,Very High,129291214.9,0.433118502,5024174.627,37668.52445,134353058,98.57328145,Relatively High,0.004000675,2.48E-06,0.011318324,95.07133593,166683817.4,98.74383131,Relatively High,118.0328849,0.000434611,21813530.08,23.35671825,Low,23,0
Carmen ,1974,morgan city,29.6998407,-91.2101609,900,"New Orleans, LA",29.9508941,-90.0758356,1200,8,130,928,10,30,st. mary,Louisiana,LA,29.502976,-91.443469,22,st. mary,Parish,101,22101,C22101,49313,11723483315,51762820,1131.02771,92508360.24,94.71842189,Relatively Moderate,84.375,93.90281647,Relatively Moderate,82.8125,70324538.44,58353898.22,0.901883062,10461843.52,1508796.702,0.004977522,1.83E-05,0.029148271,99.50479728,100,86.37999725,Very High,0.703125,78.12999725,Relatively High,0.765625,2.70384407,1.315449234,41,0.351928357,11723483303,49312.99941,5.72E+11,51721663.64,5.84E+11,689.540376,0.018944604,9.48E-06,0.068037577,Very High,51428336.82,0.108559021,1259284.649,774832.4412,53462453.91,96.15218331,Relatively High,0.00438678,2.20E-06,0.014968899,97.53566796,70339248.92,96.72498878,Relatively High,43.60016962,0.000162229,10365336.95,37.39039008,Low,37,0
Agnes ,1972,panama city,30.160048,-85.659964,950,"Tallahassee, FL",30.4381828,-84.2806235,1000,122,75,978,4,36,bay,Florida,FL,30.1805306,-85.684578,12,bay,County,5,12005,C12005,174869,32317351193,3328101,1481.527798,190796027.3,97.48647789,Relatively High,74.62686567,97.18353451,Relatively High,71.64179104,153731609.9,134734224.4,1.632387218,18935691.73,61693.84934,0.004169099,9.33E-06,0.018537253,95.54317549,98.02736239,73.30000305,Relatively High,0.47761194,31.40999985,Relatively Low,0.567164179,2.523262978,1.241098219,53,0.292526228,32316890621,174864.8303,2.03E+12,3328101,2.06E+12,816.6794238,0.015218106,9.48E-06,0.04539033,Very High,129291214.9,0.433118502,5024174.627,37668.52445,134353058,98.57328145,Relatively High,0.004000675,2.48E-06,0.011318324,95.07133593,166683817.4,98.74383131,Relatively High,118.0328849,0.000697665,21813530.08,23.35671825,Low,23,0
Edith ,1971,cameron,29.79,-93.32,850,"Lake Charles, LA",30.2265949,-93.2173758,800,37,115,960,10,28,cameron,Texas,TX,30.8532454,-96.9769304,48,cameron,County,61,48061,C48061,420083,54597236036,140604731,1289.315689,271688662.1,98.47279669,Relatively High,96.8503937,97.74063757,Relatively High,96.06299213,166163711.6,129647307.3,2.945530422,34168152.9,2348251.387,0.002374613,7.01E-06,0.016701084,86.81522748,94.30480433,98.27999878,Very High,0.937007874,7.860000134,Very Low,0.212598425,2.400382042,1.635066161,30,0.174195063,54592759133,420069.8713,4.87E+12,140072029.4,4.93E+12,1081.517893,0.012215502,9.48E-06,0.046023685,Relatively High,104524564.1,0.624531512,7244565.537,1000389.622,112769519.2,98.0977086,Relatively High,0.001914466,1.49E-06,0.007114907,90.40207523,185905524.6,98.83355765,Relatively High,325.8185746,8.81E-05,42345902.17,13.53679602,Low,14,0
Ginger ,1971,cape lookout,34.62,-76.53,900,"Wilmington, NC",34.2103894,-77.8868117,950,1,85,970,4,16,carteret,North Carolina,NC,34.9019263,-76.5488232,37,carteret,County,31,37031,C37031,67625,17407547380,27270548,1343.842727,165620217.2,97.10467706,Relatively High,98,97.33828536,Relatively High,97,161073813.6,151902464.1,0.703789427,8163957.355,1007392.145,0.008726242,1.04E-05,0.036940664,99.93809966,99.84091632,40.06999969,Relatively Moderate,0.12,83.09999847,Very High,0.99,2.727071047,1.028225591,87,0.708654255,17407545928,67624.99732,7.84E+11,26854239.97,8.02E+11,564.5088611,0.018944604,9.48E-06,0.068037577,Very High,148502537.6,0.290552947,3370414.181,846764.2171,152719716,98.87591872,Relatively High,0.008530928,4.30E-06,0.031050502,99.91353221,157127009.1,98.56437865,Relatively High,50.32210886,1.48E-05,12953559.99,43.35877025,Moderate,43,1
Celia ,1970,corpus christi,27.8004737,-97.3910327,800,"Brownsville, TX",25.9017472,-97.4974838,900,28,125,944,10,20,nueces,Texas,TX,27.7693351,-97.4814163,48,nueces,County,355,48355,C48355,352623,55851921907,184683069,1177.209425,191757090.6,97.55011136,Relatively High,95.27559055,97.15258434,Relatively High,95.27559055,152168373.1,114924209.8,2.992877566,34717379.77,2526783.612,0.002057659,8.49E-06,0.013681729,87.12472919,88.76869233,92.33000183,Very High,0.799212598,76.69999695,Relatively High,0.984251969,2.699934959,1.2601639,28,0.162568258,55843577860,352531.6122,4.09E+12,181731313.1,4.15E+12,1004.714553,0.012215502,9.48E-06,0.046023685,Very High,105255695.8,0.516461272,5990950.76,1182830.994,112429477.5,98.05447471,Relatively High,0.001884549,1.46E-06,0.006404653,90.22913965,143169352.9,98.29519964,Relatively High,299.5414346,7.94E-05,47444338.04,37.24047547,Low,37,0
Camille ,1969,pass christian,30.3106696,-89.2492934,950,"Biloxi, MS",30.3960318,-88.8853078,1000,259,190,900,24,36,pass christian,Mississippi,MS,30.3106696,-89.2492934,28,Harrison,County,47,28047,C28047,208275,37329343811,3886799,994.6294983,168790837.4,97.20012727,Relatively High,100,96.90498298,Relatively High,100,142802164.7,126016845.6,1.440107302,16705244.7,80074.46178,0.003375812,6.91E-06,0.020601647,92.69575983,94.40025453,92.16999817,Very High,0.682926829,67.41000366,Relatively High,0.926829268,2.66417098,1.181990747,40,0.264876333,37329222090,208273.7039,2.42E+12,3886799,2.45E+12,599.8717969,0.012215502,9.48E-06,0.046023685,Very High,111925520.7,0.484620283,5621595.277,43901.59109,117591017.5,98.18417639,Relatively High,0.002998325,2.33E-06,0.011295051,93.99048854,139240062.5,98.25033647,Relatively High,209.3995808,0.001243548,37530903.59,33.34359572,Low,33,0
Blanche ,1969,matamoros,25.86988,-97.50038,800,"Brownsville, TX",25.9017472,-97.4974838,900,2,75,995,6,16,matamoros,Texas,TX,25.86988,-97.50038,48,Cameron,County,61,48061,C48061,420083,54597236036,140604731,1289.315689,271688662.1,98.47279669,Relatively High,96.8503937,97.74063757,Relatively High,96.06299213,166163711.6,129647307.3,2.945530422,34168152.9,2348251.387,0.002374613,7.01E-06,0.016701084,86.81522748,94.30480433,98.27999878,Very High,0.937007874,7.860000134,Very Low,0.212598425,2.400382042,1.635066161,30,0.174195063,54592759133,420069.8713,4.87E+12,140072029.4,4.93E+12,1081.517893,0.012215502,9.48E-06,0.046023685,Relatively High,104524564.1,0.624531512,7244565.537,1000389.622,112769519.2,98.0977086,Relatively High,0.001914466,1.49E-06,0.007114907,90.40207523,185905524.6,98.83355765,Relatively High,325.8185746,4.76E-06,42345902.17,13.53679602,Low,14,0
Brenda ,1968,galveston,29.2997754,-94.7900542,1000,"Houston, TX",29.7600771,-95.3701108,1200,3,70,987,6,16,galveston,Texas,TX,29.3013479,-94.7976958,48,galveston,County,167,48167,C48167,350477,56746977585,10592645,882.7094952,553807380.9,99.52274897,Relatively High,99.60629921,99.53574745,Very High,99.60629921,496002488.1,462634875.4,2.861292812,33190996.62,176616.1088,0.008152591,8.16E-06,0.016673466,99.6904983,99.36366529,73.51999664,Relatively High,0.460629921,90.36000061,Very High,0.996062992,2.76761198,1.116541538,43,0.270302987,56746143140,350468.7538,4.07E+12,10576824.23,4.12E+12,415.1159619,0.00979943,9.48E-06,0.016903177,Relatively High,123172087,0.732377496,8495578.952,38105.23393,131705771.2,98.40034587,Relatively High,0.002170549,2.09E-06,0.003597329,91.74232598,143940042.8,98.34006281,Relatively High,397.0468222,8.56E-06,64287263.13,42.7667731,Moderate,43,1
Gladys ,1968,cedar key,29.1390421,-83.0307764,800,"Tallahassee, FL",30.4381828,-84.2806235,1000,5,85,965,4,20,cedar key,Florida,FL,29.1390421,-83.0307764,12,Levy,County,75,12075,C12075,42750,4701758795,150255923,1607.016636,24650515.57,83.26439707,Relatively Moderate,32.8358209,78.76818323,Relatively Low,31.34328358,16883683.68,13358394.72,0.149474163,1733900.297,1791388.669,0.002841148,3.50E-06,0.01192225,87.92943361,92.07763283,77.40000153,Relatively High,0.552238806,8.399999619,Very Low,0.164179104,2.403367996,1.460019983,51,0.262457999,4701758741,42749.99935,4.96E+11,150193233.8,5.01E+11,1162.836702,0.009546776,2.30E-06,0.044816334,Relatively High,10850147.14,0.023688053,274781.4168,1624756.263,12749684.82,87.37570255,Relatively Moderate,0.002307678,5.54E-07,0.010813259,92.43406831,18690913.17,90.75818753,Relatively Moderate,26.60208926,0.000116959,2925768.589,21.0237243,Low,21,0
Beulah ,1967,brownville,25.8996169,-97.4899329,800,"Harlingen, TX",26.1906306,-97.6961026,850,58,160,923,18,27,brownville,Texas,TX,25.8996169,-97.4899329,48,Cameron,County,61,48061,C48061,420083,54597236036,140604731,1289.315689,271688662.1,98.47279669,Relatively High,96.8503937,97.74063757,Relatively High,96.06299213,166163711.6,129647307.3,2.945530422,34168152.9,2348251.387,0.002374613,7.01E-06,0.016701084,86.81522748,94.30480433,98.27999878,Very High,0.937007874,7.860000134,Very Low,0.212598425,2.400382042,1.635066161,30,0.174195063,54592759133,420069.8713,4.87E+12,140072029.4,4.93E+12,1081.517893,0.012215502,9.48E-06,0.046023685,Relatively High,104524564.1,0.624531512,7244565.537,1000389.622,112769519.2,98.0977086,Relatively High,0.001914466,1.49E-06,0.007114907,90.40207523,185905524.6,98.83355765,Relatively High,325.8185746,0.000138068,42345902.17,13.53679602,Low,14,0
Chloe ,1967,cameron,29.79,-93.32,850,"Lake Charles, LA",30.2265949,-93.2173758,800,2,90,923,18,27,cameron,Texas,TX,30.8532454,-96.9769304,48,cameron,County,61,48061,C48061,420083,54597236036,140604731,1289.315689,271688662.1,98.47279669,Relatively High,96.8503937,97.74063757,Relatively High,96.06299213,166163711.6,129647307.3,2.945530422,34168152.9,2348251.387,0.002374613,7.01E-06,0.016701084,86.81522748,94.30480433,98.27999878,Very High,0.937007874,7.860000134,Very Low,0.212598425,2.400382042,1.635066161,30,0.174195063,54592759133,420069.8713,4.87E+12,140072029.4,4.93E+12,1081.517893,0.012215502,9.48E-06,0.046023685,Relatively High,104524564.1,0.624531512,7244565.537,1000389.622,112769519.2,98.0977086,Relatively High,0.001914466,1.49E-06,0.007114907,90.40207523,185905524.6,98.83355765,Relatively High,325.8185746,4.76E-06,42345902.17,13.53679602,Low,14,0
Carla ,1961,port lavaca,28.6100308,-96.6299825,850," Galveston, TX ",29.3013479,-94.7976958,6700,43,175,931,22,13,port lavaca,Texas,TX,28.6100308,-96.6299825,48,Calhoun,County,57,48057,C48057,20057,4802417498,36862885,1043.090792,27170284.65,85.14158447,Relatively Moderate,82.67716535,81.83225008,Relatively Low,81.1023622,20823944.94,18321744.54,0.167305465,1940743.395,561457.0113,0.003815109,8.34E-06,0.015230957,95.1098731,97.90009545,73.93000031,Relatively High,0.464566929,75.43000031,Relatively High,0.976377953,2.695156097,1.304761644,27,0.212617397,4802347733,20056.16024,2.33E+11,36639580.81,2.37E+11,715.2360535,0.018944604,9.48E-06,0.068037577,Very High,14735654.33,0.030363496,352216.5547,396550.2773,15484421.16,89.10505837,Relatively Moderate,0.003068383,1.51E-06,0.01075744,94.03372244,20419763.8,91.3414087,Relatively Moderate,19.22843165,0.00214389,4604026.356,42.38292358,Moderate,42,1
Hilda ,1964,morgan city,29.6998407,-91.2101609,750," Houma, LA ",29.5957696,-90.7195348,550,38,110,968,8,12,st. mary,Louisiana,LA,29.502976,-91.443469,22,st. mary,Parish,101,22101,C22101,49313,11723483315,51762820,1131.02771,92508360.24,94.71842189,Relatively Moderate,84.375,93.90281647,Relatively Moderate,82.8125,70324538.44,58353898.22,0.901883062,10461843.52,1508796.702,0.004977522,1.83E-05,0.029148271,99.50479728,100,86.37999725,Very High,0.703125,78.12999725,Relatively High,0.765625,2.70384407,1.315449234,41,0.351928357,11723483303,49312.99941,5.72E+11,51721663.64,5.84E+11,689.540376,0.018944604,9.48E-06,0.068037577,Very High,51428336.82,0.108559021,1259284.649,774832.4412,53462453.91,96.15218331,Relatively High,0.00438678,2.20E-06,0.014968899,97.53566796,70339248.92,96.72498878,Relatively High,43.60016962,0.000770588,10365336.95,37.39039008,Low,37,0
Betsy ,1965,new orleans,29.9499831,-90.0700911,"1,050"," Baton Rouge, LA ",30.4514677,-91.1871466,820,81,155,948,10,14,orleans,Louisiana,LA,29.9508941,-90.0758356,22,orleans,Parish,71,22071,C22071,383606,58148869846,233932,353.3779692,160337596.5,96.97741012,Relatively High,93.75,96.93593315,Relatively High,92.1875,145193891,126561899.2,1.605621332,18625207.45,6784.375524,0.002176515,4.19E-06,0.029001486,84.98916744,85.077951,83.29000092,Very High,0.59375,99.40000153,Very High,0.96875,2.908354998,1.104299881,34,0.266190086,58134026493,383487.1875,4.45E+12,233932,4.51E+12,212.433338,0.007857425,9.48E-06,0.014778741,Relatively High,122459629.1,0.968042284,11229290.49,885.3058845,133689804.9,98.48681366,Relatively High,0.002105967,2.52E-06,0.003784458,91.52615651,147349034.5,98.42978914,Relatively High,1085.540224,0.000211154,164551485.7,45.28102018,Moderate,45,1
Audrey ,1957,cameron,29.79,-93.32,750," Lake Charles, LA ",30.2265949,-93.2173758,105,416,145,946,12,10,cameron,Texas,TX,30.8532454,-96.9769304,48,cameron,County,61,48061,C48061,420083,54597236036,140604731,1289.315689,271688662.1,98.47279669,Relatively High,96.8503937,97.74063757,Relatively High,96.06299213,166163711.6,129647307.3,2.945530422,34168152.9,2348251.387,0.002374613,7.01E-06,0.016701084,86.81522748,94.30480433,98.27999878,Very High,0.937007874,7.860000134,Very Low,0.212598425,2.400382042,1.635066161,30,0.174195063,54592759133,420069.8713,4.87E+12,140072029.4,4.93E+12,1081.517893,0.012215502,9.48E-06,0.046023685,Relatively High,104524564.1,0.624531512,7244565.537,1000389.622,112769519.2,98.0977086,Relatively High,0.001914466,1.49E-06,0.007114907,90.40207523,185905524.6,98.83355765,Relatively High,325.8185746,0.00099028,42345902.17,13.53679602,Low,14,0
Donna ,1960,naples,26.1404849,-81.7903416,1200," Miami, FL ",25.7616798,-80.1917902,"1,650",364,160,930,13,15,collier,Florida,FL,26.069985,-81.4278984,12,collier,County,21,12021,C12021,375443,82542404972,217526620,2631.338568,332563613.1,98.85459752,Relatively High,88.05970149,99.04054472,Relatively High,89.55223881,307633018.9,282267755.3,1.741592663,20202474.89,5162788.733,0.00341967,4.64E-06,0.023734055,93.50046425,94.65478842,64.69999695,Relatively High,0.28358209,20.14999962,Relatively Low,0.402985075,2.474061012,1.081040046,71,0.296664259,82541645972,375437.0511,4.36E+12,216995326.5,4.44E+12,2069.305723,0.012215502,9.48E-06,0.046023685,Very High,267570216.3,0.942062955,10927930.28,2595715.819,281093862.4,99.61089494,Very High,0.003241609,2.51E-06,0.011932865,94.33635971,300875804.6,99.50650516,Very High,142.6813731,0.000969521,31368979.26,22.95050182,Low,23,0
